game_class	game_id	created_date	opening	white_username	black_username	game_result	start_time	end_time	termination	white_elo	black_elo	TimeControl	winner_side	winner_user	opponent_elo	your_elo	elo_category	opening_name
blitz	https://www.chess.com/game/live/136445773714	2025.03.19	"0    D45
Name: ECO, dtype: object"	jay_fh	Nazmul_786	0-1	17:25:37	17:31:38	Nazmul_786 won by resignation	1726	1733	180+2	black	Nazmul_786	1733	1726	Similar	Queen's Pawn Game
rapid	https://www.chess.com/game/live/136476180176	2025.03.20	"0    C02
Name: ECO, dtype: object"	saskuo4a	jay_fh	1-0	14:14:28	14:28:12	saskuo4a won by resignation	1722	1674	600	white	saskuo4a	1722	1674	Similar	French Defense: Advance Variation, Steinitz Variation
rapid	https://www.chess.com/game/live/136505726612	2025.03.21	"0    A13
Name: ECO, dtype: object"	AzadOmer	jay_fh	1-0	10:13:14	10:25:53	AzadOmer won - game abandoned	1715	1657	600	white	AzadOmer	1715	1657	Stronger	English Opening: Agincourt Defense
rapid	https://www.chess.com/game/live/136516820246	2025.03.21	"0    D38
Name: ECO, dtype: object"	jay_fh	shivasmaran19	1-0	16:14:52	16:30:03	jay_fh won by resignation	1674	1648	600	white	jay_fh	1648	1674	Similar	Benoni Defense: Hawk Variation
rapid	https://www.chess.com/game/live/136517383580	2025.03.21	"0    D00
Name: ECO, dtype: object"	naif111qq	jay_fh	1-0	16:31:25	16:34:26	naif111qq won by resignation	1689	1658	600	white	naif111qq	1689	1658	Similar	Benoni Defense: Franco-Sicilian Hybrid
rapid	https://www.chess.com/game/live/136519372500	2025.03.21	"0    D00
Name: ECO, dtype: object"	jay_fh	micho2020	1-0	17:29:14	17:34:02	jay_fh won by resignation	1672	1616	600	white	jay_fh	1616	1672	Stronger	Queen's Pawn Game
rapid	https://www.chess.com/game/live/136519537624	2025.03.21	"0    C01
Name: ECO, dtype: object"	olegmerkurev	jay_fh	0-1	17:34:08	17:37:59	jay_fh won by resignation	1657	1687	600	black	jay_fh	1657	1687	Similar	Rat Defense: Small Center Defense
rapid	https://www.chess.com/game/live/136519669990	2025.03.21	"0    A41
Name: ECO, dtype: object"	jay_fh	lpasqual	1-0	17:38:03	17:42:17	jay_fh won by resignation	1702	1678	600	white	jay_fh	1678	1702	Similar	Colle System: Pterodactyl Variation
rapid	https://www.chess.com/game/live/136519819206	2025.03.21	"0    A45
Name: ECO, dtype: object"	jay_fh	blackhena	0-1	17:42:28	17:49:12	blackhena won by resignation	1688	1698	600	black	blackhena	1698	1688	Similar	Benoni Defense: Hawk Variation
rapid	https://www.chess.com/game/live/136533064700	2025.03.22	"0    D07
Name: ECO, dtype: object"	jay_fh	kevinbastos	0-1	02:28:49	02:33:14	kevinbastos won by resignation	1675	1698	600	black	kevinbastos	1698	1675	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136546554128	2025.03.22	"0    C11
Name: ECO, dtype: object"	Conboop	jay_fh	1-0	12:52:16	13:00:00	Conboop won by resignation	1757	1719	180+2	white	Conboop	1757	1719	Similar	French Defense: Steinitz Variation
rapid	https://www.chess.com/game/live/136576980932	2025.03.23	"0    C01
Name: ECO, dtype: object"	killerseven0	jay_fh	1-0	09:34:53	09:38:11	killerseven0 won by resignation	1666	1661	600	white	killerseven0	1666	1661	Similar	French Defense: Two Knights Variation
rapid	https://www.chess.com/game/live/136577746576	2025.03.23	"0    E00
Name: ECO, dtype: object"	laj7	jay_fh	0-1	10:05:57	10:18:49	jay_fh won by resignation	1629	1673	600	black	jay_fh	1629	1673	Similar	Benoni Defense: Franco-Sicilian Hybrid
rapid	https://www.chess.com/game/live/136578069964	2025.03.23	"0    D40
Name: ECO, dtype: object"	jay_fh	djukiczoran	1-0	10:18:54	10:24:10	jay_fh won by resignation	1686	1687	600	white	jay_fh	1687	1686	Similar	Benoni Defense: Hawk Variation
rapid	https://www.chess.com/game/live/136578204254	2025.03.23	"0    D45
Name: ECO, dtype: object"	jay_fh	Luisv254	1-0	10:24:15	10:35:04	jay_fh won by checkmate	1699	1716	600	white	jay_fh	1716	1699	Similar	Queen's Pawn Game
rapid	https://www.chess.com/game/live/136580020320	2025.03.23	"0    A02
Name: ECO, dtype: object"	pandaboy168	jay_fh	0-1	11:33:45	11:46:08	jay_fh won by resignation	1715	1711	600	black	jay_fh	1715	1711	Similar	Bird Opening
blitz	https://www.chess.com/game/live/136580736502	2025.03.23	"0    C02
Name: ECO, dtype: object"	SamuelGatunito	jay_fh	0-1	12:00:10	12:01:41	jay_fh won by resignation	1705	1727	180+2	black	jay_fh	1705	1727	Similar	French Defense: Advance Variation, Euwe Variation
blitz	https://www.chess.com/game/live/136580847414	2025.03.23	"0    E40
Name: ECO, dtype: object"	jay_fh	Dalex1	0-1	12:04:07	12:10:14	Dalex1 won on time	1719	1733	180+2	black	Dalex1	1733	1719	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136581235996	2025.03.23	"0    D38
Name: ECO, dtype: object"	jay_fh	granmorgan	0-1	12:17:55	12:23:08	granmorgan won by resignation	1712	1780	180+2	black	granmorgan	1780	1712	Stronger	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136587958830	2025.03.23	"0    D12
Name: ECO, dtype: object"	jay_fh	The_best_sunshine	0-1	15:53:07	16:01:44	The_best_sunshine won on time	1704	1729	180+2	black	The_best_sunshine	1729	1704	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136607899584	2025.03.24	"0    C10
Name: ECO, dtype: object"	Rus-Ivan-Moscow	jay_fh	1-0	05:29:18	05:35:24	Rus-Ivan-Moscow won by resignation	1774	1697	180+2	white	Rus-Ivan-Moscow	1774	1697	Stronger	French Defense: Exchange Variation, Svenonius Variation
blitz	https://www.chess.com/game/live/136624307964	2025.03.24	"0    D30
Name: ECO, dtype: object"	oooRomeo	jay_fh	1-0	16:05:21	16:14:08	oooRomeo won on time	1703	1689	180+2	white	oooRomeo	1703	1689	Similar	English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense
blitz	https://www.chess.com/game/live/136643707104	2025.03.25	"0    D10
Name: ECO, dtype: object"	jay_fh	danielmisrael	0-1	04:22:49	04:30:21	danielmisrael won on time	1682	1748	180+2	black	danielmisrael	1748	1682	Stronger	Queen's Pawn Game: Anglo-Slav Opening
blitz	https://www.chess.com/game/live/136644243092	2025.03.25	"0    E14
Name: ECO, dtype: object"	jay_fh	TomhoZ	1-0	04:54:06	05:01:20	jay_fh won by resignation	1689	1643	180+2	white	jay_fh	1643	1689	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136644368464	2025.03.25	"0    A45
Name: ECO, dtype: object"	LCD-Channel	jay_fh	1-0	05:01:25	05:02:18	LCD-Channel won by resignation	1786	1683	180+2	white	LCD-Channel	1786	1683	Stronger	Saragossa Opening
blitz	https://www.chess.com/game/live/136644417758	2025.03.25	"0    D00
Name: ECO, dtype: object"	ilung28	jay_fh	0-1	05:04:18	05:06:56	jay_fh won by checkmate	1638	1690	180+2	black	jay_fh	1638	1690	Stronger	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/136644464574	2025.03.25	"0    C01
Name: ECO, dtype: object"	ivanmuts	jay_fh	0-1	05:07:01	05:14:24	jay_fh won on time	1556	1695	180+2	black	jay_fh	1556	1695	Weaker	French Defense: Exchange Variation
blitz	https://www.chess.com/game/live/136644850784	2025.03.25	"0    D37
Name: ECO, dtype: object"	jay_fh	dumbzu	1-0	05:29:22	05:36:07	jay_fh won by resignation	1701	1601	180+2	white	jay_fh	1601	1701	Stronger	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136650645606	2025.03.25	"0    D02
Name: ECO, dtype: object"	jay_fh	Guliver_5522	0-1	10:10:11	10:15:24	Guliver_5522 won by resignation	1694	1731	180+2	black	Guliver_5522	1731	1694	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136655548488	2025.03.25	"0    C01
Name: ECO, dtype: object"	Zmywarka999	jay_fh	1-0	13:06:42	13:13:50	Zmywarka999 won on time	1709	1686	180+2	white	Zmywarka999	1709	1686	Similar	French Defense: Exchange Variation
blitz	https://www.chess.com/game/live/136663043580	2025.03.25	"0    D30
Name: ECO, dtype: object"	ElTalisman241	jay_fh	0-1	16:53:40	16:56:08	jay_fh won by resignation	1685	1694	180+2	black	jay_fh	1685	1694	Similar	English Opening: Agincourt Defense
blitz	https://www.chess.com/game/live/136663133600	2025.03.25	"0    D45
Name: ECO, dtype: object"	jay_fh	far2260	1-0	16:56:14	17:04:06	jay_fh won by resignation	1702	1695	180+2	white	jay_fh	1695	1702	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136663409238	2025.03.25	"0    A02
Name: ECO, dtype: object"	Dave1771	jay_fh	0-1	17:04:13	17:13:10	jay_fh won by checkmate	1696	1710	180+2	black	jay_fh	1696	1710	Similar	Bird Opening
blitz	https://www.chess.com/game/live/136663722698	2025.03.25	"0    D35
Name: ECO, dtype: object"	Magnus_Carltson	jay_fh	0-1	17:13:21	17:21:20	jay_fh won by resignation	1724	1719	180+2	black	jay_fh	1724	1719	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/136664185428	2025.03.25	"0    D04
Name: ECO, dtype: object"	jay_fh	JIpolito	0-1	17:26:46	17:29:47	JIpolito won by resignation	1710	1704	180+2	black	JIpolito	1704	1710	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136684108882	2025.03.26	"0    E43
Name: ECO, dtype: object"	jay_fh	miamaying	0-1	07:36:04	07:37:38	miamaying won by resignation	1702	1731	180+2	black	miamaying	1731	1702	Similar	English Defense
blitz	https://www.chess.com/game/live/136684141804	2025.03.26	"0    D43
Name: ECO, dtype: object"	jay_fh	a2-a1	0-1	07:37:42	07:44:47	a2-a1 won by resignation	1695	1758	180+2	black	a2-a1	1758	1695	Stronger	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136684348586	2025.03.26	"0    A17
Name: ECO, dtype: object"	rodecab	jay_fh	1-0	07:47:48	07:50:13	rodecab won by resignation	1664	1686	180+2	white	rodecab	1664	1686	Similar	English Opening: Anglo-Indian Defense, Queen's Indian Formation
blitz	https://www.chess.com/game/live/136684890272	2025.03.26	"0    D02
Name: ECO, dtype: object"	jay_fh	boriskogoj7	1-0	08:13:49	08:19:41	jay_fh won by resignation	1691	1564	180+2	white	jay_fh	1564	1691	Weaker	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136691359830	2025.03.26	"0    C02
Name: ECO, dtype: object"	DefinitelyNotIleisd	jay_fh	1-0	12:30:04	12:35:40	DefinitelyNotIleisd won by resignation	1582	1680	180+2	white	DefinitelyNotIleisd	1582	1680	Stronger	Rat Defense: Small Center Defense
blitz	https://www.chess.com/game/live/136702262142	2025.03.26	"0    D38
Name: ECO, dtype: object"	jay_fh	S_Gan	0-1	17:59:20	18:06:03	S_Gan won by resignation	1672	1708	180+2	black	S_Gan	1708	1672	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136716602972	2025.03.27	"0    C00
Name: ECO, dtype: object"	Connor0609	jay_fh	1-0	03:36:20	03:42:31	Connor0609 won on time	1702	1665	180+2	white	Connor0609	1702	1665	Similar	French Defense: Horwitz Attack, Papa-Ticulat Gambit
blitz	https://www.chess.com/game/live/136718257698	2025.03.27	"0    C01
Name: ECO, dtype: object"	M_Larsom	jay_fh	0-1	05:12:47	05:15:51	jay_fh won by resignation	1557	1671	180+2	black	jay_fh	1557	1671	Weaker	French Defense: Two Knights Variation
blitz	https://www.chess.com/game/live/136729775520	2025.03.27	"0    C21
Name: ECO, dtype: object"	jay_fh	destachannel	1-0	13:23:36	13:32:28	jay_fh won by resignation	1677	1586	180+2	white	jay_fh	1586	1677	Stronger	Englund Gambit
blitz	https://www.chess.com/game/live/136732516998	2025.03.27	"0    D37
Name: ECO, dtype: object"	jay_fh	jamar08	1-0	14:49:44	14:57:02	jay_fh won on time	1685	1681	180+2	white	jay_fh	1681	1685	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136732761864	2025.03.27	"0    C01
Name: ECO, dtype: object"	lvhgcl	jay_fh	0-1	14:57:07	15:01:26	jay_fh won by resignation	1676	1693	180+2	black	jay_fh	1676	1693	Similar	French Defense: Two Knights Variation
blitz	https://www.chess.com/game/live/136732905886	2025.03.27	"0    C01
Name: ECO, dtype: object"	RamM97	jay_fh	1-0	15:01:31	15:09:54	RamM97 won on time	1710	1685	180+2	white	RamM97	1710	1685	Similar	French Defense: Two Knights Variation
blitz	https://www.chess.com/game/live/136750434746	2025.03.28	"0    C02
Name: ECO, dtype: object"	vinhngwe	jay_fh	0-1	01:06:32	01:08:35	jay_fh won by resignation	1595	1691	180+2	black	jay_fh	1595	1691	Stronger	French Defense: Advance Variation, Lputian Variation
blitz	https://www.chess.com/game/live/136750474240	2025.03.28	"0    D94
Name: ECO, dtype: object"	jay_fh	dlapetina	0-1	01:08:40	01:15:30	dlapetina won by resignation	1683	1682	180+2	black	dlapetina	1682	1683	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136755733998	2025.03.28	"0    D30
Name: ECO, dtype: object"	jay_fh	Asa0000	0-1	06:05:02	06:09:55	Asa0000 won by resignation	1675	1702	180+2	black	Asa0000	1702	1675	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/136756350058	2025.03.28	"0    A40
Name: ECO, dtype: object"	jay_fh	checky3333	1-0	06:37:28	06:44:46	jay_fh won on time	1684	1694	180+2	white	jay_fh	1694	1684	Similar	Colle System: Pterodactyl Variation
blitz	https://www.chess.com/game/live/136771443642	2025.03.28	"0    B28
Name: ECO, dtype: object"	337romanmu	jay_fh	0-1	16:00:28	16:02:13	jay_fh won - game abandoned	1630	1691	180+2	black	jay_fh	1630	1691	Stronger	French Defense: Advance Variation, Euwe Variation
blitz	https://www.chess.com/game/live/136771505310	2025.03.28	"0    E14
Name: ECO, dtype: object"	jay_fh	Dikranovich	1-0	16:02:20	16:03:45	jay_fh won by resignation	1698	1645	180+2	white	jay_fh	1645	1698	Stronger	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136771556446	2025.03.28	"0    C02
Name: ECO, dtype: object"	rowano	jay_fh	0-1	16:03:52	16:10:11	jay_fh won by resignation	1613	1704	180+2	black	jay_fh	1613	1704	Stronger	French Defense: Advance Variation, Ruisdonk Gambit
blitz	https://www.chess.com/game/live/136771770304	2025.03.28	"0    A40
Name: ECO, dtype: object"	jay_fh	pankajthanki	0-1	16:10:19	16:11:18	pankajthanki won by resignation	1696	1729	180+2	black	pankajthanki	1729	1696	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/136793263678	2025.03.29	"0    D35
Name: ECO, dtype: object"	Helena_Janekzek	jay_fh	0-1	07:18:44	07:26:07	jay_fh won on time	1694	1704	180+2	black	jay_fh	1694	1704	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/136795280556	2025.03.29	"0    D45
Name: ECO, dtype: object"	jay_fh	Darumar	1-0	08:54:23	09:02:02	jay_fh won on time	1712	1681	180+2	white	jay_fh	1681	1712	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136795867048	2025.03.29	"0    D94
Name: ECO, dtype: object"	jay_fh	MuKulKarni	0-1	09:20:13	09:27:22	MuKulKarni won by resignation	1703	1680	180+2	black	MuKulKarni	1680	1703	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136802857198	2025.03.29	"0    D11
Name: ECO, dtype: object"	jay_fh	JuegoMejorQueVos	0-1	13:42:33	13:47:08	JuegoMejorQueVos won by resignation	1695	1712	180+2	black	JuegoMejorQueVos	1712	1695	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136803860280	2025.03.29	"0    C01
Name: ECO, dtype: object"	SHWijsneus	jay_fh	1-0	14:15:26	14:20:44	SHWijsneus won by resignation	1651	1686	180+2	white	SHWijsneus	1651	1686	Similar	Rat Defense: Small Center Defense
blitz	https://www.chess.com/game/live/136836700210	2025.03.30	"0    C11
Name: ECO, dtype: object"	Monodromy	jay_fh	0-1	12:51:58	12:54:31	jay_fh won by resignation	1633	1693	180+2	black	jay_fh	1633	1693	Stronger	French Defense: MacCutcheon Variation, Duras Variation
blitz	https://www.chess.com/game/live/136836777460	2025.03.30	"0    C01
Name: ECO, dtype: object"	weiwei123x	jay_fh	1-0	12:54:39	12:59:34	weiwei123x won by resignation	1759	1686	180+2	white	weiwei123x	1759	1686	Stronger	French Defense: Two Knights Variation
blitz	https://www.chess.com/game/live/136843536146	2025.03.30	"0    D37
Name: ECO, dtype: object"	jay_fh	Cosmic_Lumeon	1-0	16:30:44	16:36:56	jay_fh won on time	1694	1681	180+2	white	jay_fh	1681	1694	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136862632570	2025.03.31	"0    D07
Name: ECO, dtype: object"	jay_fh	jamesrichard30	1-0	06:09:29	06:11:14	jay_fh won by resignation	1699	1555	180+2	white	jay_fh	1555	1699	Weaker	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136862670320	2025.03.31	"0    A08
Name: ECO, dtype: object"	Aaichamulga	jay_fh	0-1	06:11:24	06:19:31	jay_fh won by resignation	1667	1706	180+2	black	jay_fh	1667	1706	Similar	Zukertort Opening: Queen's Gambit Invitation
blitz	https://www.chess.com/game/live/136862832082	2025.03.31	"0    C01
Name: ECO, dtype: object"	preethammessi	jay_fh	0-1	06:19:39	06:22:53	jay_fh won by resignation	1623	1712	180+2	black	jay_fh	1623	1712	Stronger	French Defense: Exchange Variation
blitz	https://www.chess.com/game/live/136863159232	2025.03.31	"0    D10
Name: ECO, dtype: object"	jay_fh	erhta	1/2-1/2	06:36:04	06:44:50	Game drawn by repetition	1711	1668	180+2	draw	draw	1668	1711	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136865415960	2025.03.31	"0    C11
Name: ECO, dtype: object"	zenith-john	jay_fh	0-1	08:23:16	08:32:45	jay_fh won on time	1701	1719	180+2	black	jay_fh	1701	1719	Similar	French Defense: MacCutcheon Variation, Duras Variation
blitz	https://www.chess.com/game/live/136865631086	2025.03.31	"0    A41
Name: ECO, dtype: object"	jay_fh	igood2	0-1	08:32:52	08:36:13	igood2 won by resignation	1710	1668	180+2	black	igood2	1668	1710	Similar	Colle System: Pterodactyl Variation
blitz	https://www.chess.com/game/live/136865794396	2025.03.31	"0    A34
Name: ECO, dtype: object"	jay_fh	salehi25	0-1	08:40:05	08:43:21	salehi25 won by resignation	1702	1713	180+2	black	salehi25	1713	1702	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136865941178	2025.03.31	"0    D63
Name: ECO, dtype: object"	Rosiaczek	jay_fh	1-0	08:46:30	08:54:30	Rosiaczek won on time	1711	1694	180+2	white	Rosiaczek	1711	1694	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/136866532234	2025.03.31	"0    D30
Name: ECO, dtype: object"	kingofdisasters	jay_fh	0-1	09:12:00	09:18:11	jay_fh won by resignation	1679	1702	180+2	black	jay_fh	1679	1702	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/136866681930	2025.03.31	"0    A46
Name: ECO, dtype: object"	jay_fh	B88888888	1-0	09:18:19	09:24:33	jay_fh won by resignation	1710	1710	180+2	white	jay_fh	1710	1710	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/136866834352	2025.03.31	"0    D35
Name: ECO, dtype: object"	glb74	jay_fh	1-0	09:24:43	09:27:04	glb74 won - game abandoned	1613	1700	180+2	white	glb74	1613	1700	Stronger	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/136867079298	2025.03.31	"0    D35
Name: ECO, dtype: object"	ItHearts	jay_fh	1/2-1/2	09:34:57	09:42:44	Game drawn by agreement	1714	1700	180+2	draw	draw	1714	1700	Similar	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/136867270772	2025.03.31	"0    E61
Name: ECO, dtype: object"	jay_fh	celop21472	1-0	09:42:50	09:53:10	jay_fh won by resignation	1707	1663	180+2	white	jay_fh	1663	1707	Similar	Benoni Defense: Hawk Variation
blitz	https://www.chess.com/game/live/136867526300	2025.03.31	"0    C00
Name: ECO, dtype: object"	edgardtambunan	jay_fh	1-0	09:53:17	09:57:52	edgardtambunan won by resignation	1669	1698	180+2	white	edgardtambunan	1669	1698	Similar	French Defense: Two Knights Variation
blitz	https://www.chess.com/game/live/136868050068	2025.03.31	"0    D45
Name: ECO, dtype: object"	jay_fh	UesleiMP	1/2-1/2	10:14:32	10:24:32	Game drawn by repetition	1698	1717	180+2	draw	draw	1717	1698	Similar	Queen's Pawn Game
blitz	https://www.chess.com/game/live/136869240284	2025.03.31	"0    A40
Name: ECO, dtype: object"	jay_fh	otenzki	0-1	11:00:04	11:06:03	otenzki won by resignation	1690	1710	180+2	black	otenzki	1710	1690	Similar	Englund Gambit Declined: Reversed French
blitz	https://www.chess.com/game/live/136869764540	2025.03.31	"0    D31
Name: ECO, dtype: object"	jay_fh	rogerpogi0103	1-0	11:19:27	11:26:46	jay_fh won on time	1697	1623	180+2	white	jay_fh	1623	1697	Stronger	Benoni Defense: Franco-Sicilian Hybrid
blitz	https://www.chess.com/game/live/136877385966	2025.03.31	"0    C01
Name: ECO, dtype: object"	Elnegro25	jay_fh	1-0	15:26:52	15:33:57	Elnegro25 won on time	1699	1689	180+2	white	Elnegro25	1699	1689	Similar	French Defense: Two Knights Variation
